customer_id,customer_name,city,state,loyalty_status,signup_date
CUST00106,Rahul Sharma,Patna,Bihar,Gold,4/10/2021
CUST00107,Rahul Gupta,Noida,Uttar Pradesh,Gold,12/4/2023
CUST00108,Riya Sharma,Ahmedabad,Gujarat,Silver,1/3/2024
CUST00109,Priya Singh,Noida,Uttar Pradesh,Silver,2/9/2023
CUST00110,Neha Verma,Kolkata,West Bengal,Silver,11/9/2022
CUST00111,Aarav Gupta,Patna,Bihar,Regular,12/28/2021
CUST00112,Riya Sharma,Ahmedabad,Gujarat,Silver,11/23/2023
CUST00113,Rahul Singh,Hyderabad,Telangana,Gold,1/4/2021
CUST00114,Aarav Verma,Indore,Madhya Pradesh,Regular,8/19/2022
CUST00115,Riya Gupta,Ahmedabad,Gujarat,Silver,11/16/2023
CUST00116,Aarav Verma,Kolkata,West Bengal,Silver,4/11/2022
CUST00117,Riya Sharma,Ahmedabad,Gujarat,Regular,4/22/2021
CUST00118,Neha Singh,Delhi,Delhi,Silver,8/6/2021
CUST00119,Rahul Verma,Pune,Maharashtra,Silver,4/10/2024
CUST00120,Neha Verma,Hyderabad,Telangana,Regular,1/21/2023
CUST00121,Priya Verma,Ahmedabad,Gujarat,Regular,1/29/2021
CUST00122,Ananya Verma,Chandigarh,Chandigarh,Silver,7/16/2021
CUST00123,Riya Verma,Mumbai,Maharashtra,Gold,7/7/2022
CUST00124,Rahul Sharma,Lucknow,Uttar Pradesh,Regular,2/26/2024
CUST00125,Rahul Gupta,Chandigarh,Chandigarh,Gold,11/27/2023
CUST00126,Priya Verma,Indore,Madhya Pradesh,Regular,1/1/2021
CUST00127,Aarav Sharma,Delhi,Delhi,Silver,1/16/2022
CUST00128,Ananya Sharma,Chennai,Tamil Nadu,Regular,1/26/2021
CUST00129,Neha Verma,Ahmedabad,Gujarat,Regular,4/27/2023
CUST00130,Neha Gupta,Chennai,Tamil Nadu,Gold,12/24/2021
CUST00131,Rahul Sharma,Pune,Maharashtra,Silver,4/10/2021
CUST00132,Riya Gupta,Chandigarh,Chandigarh,Gold,1/8/2024
CUST00133,Priya Gupta,Delhi,Delhi,Gold,8/11/2023
CUST00134,Riya Gupta,Mumbai,Maharashtra,Regular,4/8/2022
CUST00135,Rahul Verma,Mumbai,Maharashtra,Gold,3/21/2021
CUST00136,Rahul Singh,Mumbai,Maharashtra,Gold,4/18/2021
CUST00137,Riya Gupta,Hyderabad,Telangana,Gold,12/8/2023
CUST00138,Rahul Verma,Hyderabad,Telangana,Regular,11/6/2023
CUST00139,Ananya Singh,Delhi,Delhi,Regular,2/20/2022
CUST00140,Riya Singh,Bengaluru,Karnataka,Regular,3/8/2023
CUST00141,Neha Verma,Kolkata,West Bengal,Silver,1/4/2024
CUST00142,Priya Sharma,Jaipur,Rajasthan,Regular,6/15/2023
CUST00143,Ananya Singh,Indore,Madhya Pradesh,Regular,3/13/2023
CUST00144,Neha Sharma,Ahmedabad,Gujarat,Gold,12/18/2021
CUST00145,Aarav Sharma,Bengaluru,Karnataka,Regular,8/7/2021
CUST00146,Ananya Singh,Ahmedabad,Gujarat,Regular,2/28/2021
CUST00147,Aarav Verma,Delhi,Delhi,Gold,3/29/2021
CUST00148,Aarav Sharma,Indore,Madhya Pradesh,Regular,1/15/2023
CUST00149,Neha Sharma,Chennai,Tamil Nadu,Gold,2/26/2023
CUST00150,Ananya Verma,Mumbai,Maharashtra,Regular,8/18/2021
CUST00151,Aarav Sharma,Delhi,Delhi,Gold,8/12/2022
CUST00152,Aarav Verma,Jaipur,Rajasthan,Regular,2/24/2022
CUST00153,Rahul Singh,Hyderabad,Telangana,Silver,6/19/2022
CUST00154,Rahul Singh,Delhi,Delhi,Silver,4/10/2021
CUST00155,Rahul Singh,Indore,Madhya Pradesh,Gold,10/29/2023
CUST00156,Rahul Sharma,Jaipur,Rajasthan,Silver,3/5/2021
CUST00157,Neha Sharma,Lucknow,Uttar Pradesh,Silver,8/19/2023
CUST00158,Aarav Verma,Indore,Madhya Pradesh,Gold,7/6/2021
CUST00159,Rahul Verma,Ahmedabad,Gujarat,Silver,1/3/2021
CUST00160,Ananya Singh,Pune,Maharashtra,Regular,1/9/2021
CUST00161,Priya Sharma,Kolkata,West Bengal,Silver,1/13/2022
CUST00162,Neha Singh,Jaipur,Rajasthan,Gold,6/18/2022
CUST00163,Ananya Singh,Ahmedabad,Gujarat,Regular,4/20/2022
CUST00164,Ananya Sharma,Jaipur,Rajasthan,Gold,6/15/2021
CUST00165,Riya Sharma,Jaipur,Rajasthan,Gold,10/31/2022
CUST00166,Aarav Gupta,Kolkata,West Bengal,Silver,6/26/2021
CUST00167,Riya Sharma,Lucknow,Uttar Pradesh,Silver,2/27/2022
CUST00168,Rahul Gupta,Hyderabad,Telangana,Gold,10/24/2023
CUST00169,Priya Verma,Bengaluru,Karnataka,Silver,9/17/2021
CUST00170,Neha Sharma,Pune,Maharashtra,Silver,4/6/2024
CUST00171,Neha Verma,Kolkata,West Bengal,Silver,2/9/2024
CUST00172,Rahul Verma,Indore,Madhya Pradesh,Silver,6/18/2023
CUST00173,Rahul Verma,Indore,Madhya Pradesh,Regular,11/16/2022
CUST00174,Riya Verma,Jaipur,Rajasthan,Gold,1/28/2022
CUST00175,Rahul Verma,Hyderabad,Telangana,Gold,11/16/2021
CUST00176,Riya Singh,Chennai,Tamil Nadu,Gold,12/6/2023
CUST00177,Ananya Verma,Kolkata,West Bengal,Silver,1/23/2022
CUST00178,Riya Sharma,Hyderabad,Telangana,Regular,7/28/2021
CUST00179,Priya Verma,Chennai,Tamil Nadu,Regular,9/11/2022
CUST00180,Rahul Gupta,Indore,Madhya Pradesh,Silver,2/6/2022
CUST00181,Riya Sharma,Mumbai,Maharashtra,Silver,2/27/2022
CUST00182,Priya Gupta,Chandigarh,Chandigarh,Regular,1/26/2021
CUST00183,Priya Verma,Lucknow,Uttar Pradesh,Gold,8/30/2022
CUST00184,Aarav Verma,Jaipur,Rajasthan,Silver,4/9/2023
CUST00185,Riya Verma,Delhi,Delhi,Silver,3/21/2024
CUST00186,Riya Gupta,Ahmedabad,Gujarat,Regular,4/10/2024
CUST00187,Ananya Verma,Kochi,Kerala,Gold,9/12/2021
CUST00188,Priya Singh,Jaipur,Rajasthan,Silver,7/20/2021
CUST00189,Priya Verma,Chandigarh,Chandigarh,Silver,11/17/2021
CUST00190,Priya Gupta,Hyderabad,Telangana,Silver,2/10/2021
CUST00191,Priya Verma,Ahmedabad,Gujarat,Gold,11/3/2022
CUST00192,Aarav Gupta,Patna,Bihar,Silver,8/6/2021
CUST00193,Rahul Verma,Delhi,Delhi,Regular,2/14/2022
CUST00194,Rahul Sharma,Pune,Maharashtra,Gold,7/25/2023
CUST00195,Ananya Gupta,Pune,Maharashtra,Gold,2/2/2021
CUST00196,Rahul Singh,Noida,Uttar Pradesh,Silver,7/25/2023
CUST00197,Riya Verma,Chennai,Tamil Nadu,Silver,11/19/2023
CUST00198,Aarav Singh,Patna,Bihar,Gold,4/26/2021
CUST00199,Rahul Gupta,Hyderabad,Telangana,Silver,5/6/2021
CUST00200,Aarav Gupta,Delhi,Delhi,Silver,12/23/2022
CUST00201,Rahul Sharma,Ahmedabad,Gujarat,Regular,9/14/2022
CUST00202,Priya Verma,Indore,Madhya Pradesh,Silver,8/5/2023
CUST00203,Ananya Verma,Chennai,Tamil Nadu,Regular,1/31/2022
CUST00204,Riya Verma,Jaipur,Rajasthan,Regular,12/25/2022
CUST00205,Riya Gupta,Noida,Uttar Pradesh,Silver,8/26/2022
CUST00206,Neha Verma,Patna,Bihar,Silver,12/28/2022
CUST00207,Ananya Singh,Patna,Bihar,Gold,2/10/2023
CUST00208,Rahul Gupta,Noida,Uttar Pradesh,Gold,1/16/2022
CUST00209,Aarav Singh,Jaipur,Rajasthan,Silver,5/17/2022
CUST00210,Rahul Singh,Noida,Uttar Pradesh,Silver,9/21/2023
CUST00211,Neha Sharma,Lucknow,Uttar Pradesh,Gold,1/13/2023
CUST00212,Rahul Gupta,Bengaluru,Karnataka,Regular,6/24/2021
CUST00213,Neha Singh,Kochi,Kerala,Regular,12/23/2023
CUST00214,Rahul Sharma,Kochi,Kerala,Gold,1/24/2021
CUST00215,Aarav Singh,Chennai,Tamil Nadu,Silver,7/27/2021
CUST00216,Ananya Verma,Ahmedabad,Gujarat,Regular,7/15/2023
CUST00217,Ananya Verma,Kolkata,West Bengal,Silver,12/31/2023
CUST00218,Neha Sharma,Bengaluru,Karnataka,Gold,1/29/2024
CUST00219,Riya Singh,Patna,Bihar,Regular,10/10/2023
CUST00220,Ananya Sharma,Indore,Madhya Pradesh,Gold,6/18/2023
CUST00221,Aarav Sharma,Noida,Uttar Pradesh,Silver,5/9/2023
CUST00222,Ananya Gupta,Chennai,Tamil Nadu,Silver,2/16/2024
CUST00223,Priya Gupta,Delhi,Delhi,Regular,10/4/2023
CUST00224,Priya Verma,Chennai,Tamil Nadu,Gold,1/14/2021
CUST00225,Rahul Gupta,Bengaluru,Karnataka,Gold,2/27/2024
CUST00226,Riya Singh,Jaipur,Rajasthan,Silver,2/7/2023
CUST00227,Priya Sharma,Lucknow,Uttar Pradesh,Regular,1/9/2023
CUST00228,Riya Sharma,Noida,Uttar Pradesh,Regular,4/4/2021
CUST00229,Riya Singh,Noida,Uttar Pradesh,Regular,11/12/2023
CUST00230,Priya Verma,Jaipur,Rajasthan,Regular,3/13/2022
CUST00231,Priya Verma,Indore,Madhya Pradesh,Silver,7/13/2021
CUST00232,Riya Singh,Kochi,Kerala,Silver,8/30/2023
CUST00233,Neha Verma,Patna,Bihar,Silver,6/11/2023
CUST00234,Priya Singh,Kolkata,West Bengal,Gold,4/18/2021
CUST00235,Rahul Singh,Kochi,Kerala,Silver,10/9/2023
CUST00236,Rahul Singh,Lucknow,Uttar Pradesh,Gold,12/8/2022
CUST00237,Riya Gupta,Chennai,Tamil Nadu,Regular,11/9/2022
CUST00238,Rahul Singh,Chennai,Tamil Nadu,Regular,6/29/2021
CUST00239,Aarav Gupta,Patna,Bihar,Gold,2/10/2024
CUST00240,Priya Sharma,Chandigarh,Chandigarh,Silver,9/8/2022
CUST00241,Aarav Sharma,Mumbai,Maharashtra,Regular,8/31/2023
CUST00242,Riya Sharma,Ahmedabad,Gujarat,Gold,1/19/2024
CUST00243,Priya Verma,Ahmedabad,Gujarat,Gold,6/19/2021
CUST00244,Aarav Gupta,Chennai,Tamil Nadu,Gold,12/23/2021
CUST00245,Riya Verma,Mumbai,Maharashtra,Regular,5/14/2023
CUST00246,Aarav Sharma,Patna,Bihar,Silver,10/12/2021
CUST00247,Rahul Singh,Patna,Bihar,Silver,1/14/2022
CUST00248,Aarav Singh,Lucknow,Uttar Pradesh,Regular,6/2/2023
CUST00249,Riya Sharma,Ahmedabad,Gujarat,Silver,3/8/2024
CUST00250,Aarav Sharma,Pune,Maharashtra,Silver,3/24/2024
CUST00251,Priya Gupta,Indore,Madhya Pradesh,Regular,1/29/2021
CUST00252,Priya Verma,Noida,Uttar Pradesh,Silver,4/25/2023
CUST00253,Aarav Sharma,Pune,Maharashtra,Gold,8/26/2023
CUST00254,Ananya Sharma,Chennai,Tamil Nadu,Silver,1/10/2021
CUST00255,Riya Sharma,Delhi,Delhi,Regular,3/23/2022
CUST00256,Aarav Verma,Kochi,Kerala,Silver,2/6/2021
CUST00257,Riya Verma,Hyderabad,Telangana,Silver,1/19/2022
CUST00258,Aarav Singh,Chandigarh,Chandigarh,Gold,10/24/2021
CUST00259,Aarav Singh,Indore,Madhya Pradesh,Gold,2/16/2024
CUST00260,Priya Gupta,Indore,Madhya Pradesh,Gold,6/5/2022
CUST00261,Aarav Sharma,Chandigarh,Chandigarh,Regular,5/5/2021
CUST00262,Riya Sharma,Delhi,Delhi,Silver,9/30/2022
CUST00263,Riya Verma,Hyderabad,Telangana,Silver,5/3/2021
CUST00264,Rahul Gupta,Kolkata,West Bengal,Silver,12/7/2021
CUST00265,Aarav Singh,Bengaluru,Karnataka,Gold,12/2/2021
CUST00266,Priya Gupta,Noida,Uttar Pradesh,Silver,7/17/2023
CUST00267,Neha Singh,Hyderabad,Telangana,Silver,7/28/2022
CUST00268,Neha Singh,Delhi,Delhi,Gold,2/1/2021
CUST00269,Ananya Singh,Kochi,Kerala,Gold,5/28/2023
CUST00270,Ananya Gupta,Chandigarh,Chandigarh,Silver,2/10/2023
CUST00271,Ananya Gupta,Ahmedabad,Gujarat,Silver,1/4/2021
CUST00272,Rahul Singh,Kolkata,West Bengal,Silver,11/19/2021
CUST00273,Aarav Singh,Ahmedabad,Gujarat,Regular,3/17/2024
CUST00274,Rahul Gupta,Bengaluru,Karnataka,Silver,12/31/2023
CUST00275,Neha Gupta,Mumbai,Maharashtra,Silver,2/15/2022
CUST00276,Riya Verma,Patna,Bihar,Silver,4/28/2021
CUST00277,Priya Gupta,Noida,Uttar Pradesh,Gold,2/28/2022
CUST00278,Rahul Sharma,Chandigarh,Chandigarh,Silver,7/31/2023
CUST00279,Aarav Singh,Pune,Maharashtra,Regular,4/22/2022
CUST00280,Neha Singh,Lucknow,Uttar Pradesh,Gold,10/20/2022
CUST00281,Neha Verma,Jaipur,Rajasthan,Regular,3/12/2022
CUST00282,Aarav Verma,Chennai,Tamil Nadu,Gold,8/17/2022
CUST00283,Neha Singh,Kolkata,West Bengal,Silver,11/26/2023
CUST00284,Ananya Verma,Kochi,Kerala,Regular,10/8/2023
CUST00285,Aarav Singh,Kolkata,West Bengal,Gold,8/8/2023
CUST00286,Aarav Verma,Patna,Bihar,Silver,3/4/2021
CUST00287,Rahul Sharma,Kolkata,West Bengal,Regular,3/10/2021
CUST00288,Neha Gupta,Chennai,Tamil Nadu,Gold,3/7/2024
CUST00289,Rahul Singh,Chennai,Tamil Nadu,Silver,7/18/2021
CUST00290,Neha Verma,Jaipur,Rajasthan,Silver,3/19/2021
CUST00291,Ananya Verma,Kolkata,West Bengal,Silver,6/21/2021
CUST00292,Aarav Sharma,Delhi,Delhi,Gold,1/28/2023
CUST00293,Riya Gupta,Kochi,Kerala,Silver,5/12/2021
CUST00294,Neha Gupta,Kochi,Kerala,Regular,7/4/2021
CUST00295,Rahul Verma,Hyderabad,Telangana,Gold,7/3/2021
CUST00296,Riya Gupta,Chandigarh,Chandigarh,Regular,7/8/2023
CUST00297,Ananya Singh,Kochi,Kerala,Regular,3/31/2022
CUST00298,Aarav Singh,Bengaluru,Karnataka,Silver,5/2/2021
CUST00299,Neha Sharma,Chandigarh,Chandigarh,Regular,6/13/2022
CUST00300,Neha Gupta,Patna,Bihar,Regular,7/26/2021
CUST00301,Rahul Sharma,Bengaluru,Karnataka,Regular,9/4/2022
CUST00302,Neha Gupta,Ahmedabad,Gujarat,Gold,8/4/2021
CUST00303,Rahul Singh,Jaipur,Rajasthan,Silver,3/10/2023
CUST00304,Rahul Gupta,Mumbai,Maharashtra,Silver,12/12/2021
CUST00305,Ananya Verma,Jaipur,Rajasthan,Gold,1/26/2021
CUST00306,Riya Verma,Jaipur,Rajasthan,Regular,11/18/2021
CUST00307,Ananya Sharma,Chandigarh,Chandigarh,Gold,2/4/2023
CUST00308,Riya Verma,Chandigarh,Chandigarh,Silver,7/18/2021
CUST00309,Priya Sharma,Chandigarh,Chandigarh,Gold,6/3/2021
CUST00310,Rahul Singh,Jaipur,Rajasthan,Regular,9/5/2023
CUST00311,Riya Singh,Mumbai,Maharashtra,Regular,11/11/2022
CUST00312,Riya Sharma,Chennai,Tamil Nadu,Regular,7/14/2023
CUST00313,Ananya Gupta,Pune,Maharashtra,Regular,6/30/2022
CUST00314,Priya Verma,Lucknow,Uttar Pradesh,Regular,2/22/2021
CUST00315,Neha Singh,Hyderabad,Telangana,Silver,12/10/2021
CUST00316,Priya Sharma,Hyderabad,Telangana,Silver,7/24/2023
CUST00317,Priya Sharma,Chandigarh,Chandigarh,Regular,11/18/2023
CUST00318,Riya Verma,Delhi,Delhi,Gold,9/5/2023
CUST00319,Rahul Sharma,Kochi,Kerala,Silver,2/17/2022
CUST00320,Priya Singh,Kolkata,West Bengal,Regular,5/3/2022
CUST00321,Priya Singh,Mumbai,Maharashtra,Silver,11/29/2021
CUST00322,Riya Singh,Delhi,Delhi,Regular,2/2/2021
CUST00323,Neha Singh,Jaipur,Rajasthan,Gold,10/15/2021
CUST00324,Aarav Singh,Jaipur,Rajasthan,Regular,1/8/2023
CUST00325,Aarav Gupta,Lucknow,Uttar Pradesh,Regular,7/21/2022
CUST00326,Ananya Verma,Ahmedabad,Gujarat,Regular,12/5/2023
CUST00327,Ananya Verma,Patna,Bihar,Regular,6/12/2021
CUST00328,Aarav Gupta,Kochi,Kerala,Silver,12/26/2021
CUST00329,Ananya Verma,Chennai,Tamil Nadu,Gold,9/23/2022
CUST00330,Aarav Sharma,Chennai,Tamil Nadu,Gold,12/1/2023
CUST00331,Riya Sharma,Lucknow,Uttar Pradesh,Gold,12/13/2022
CUST00332,Rahul Gupta,Kolkata,West Bengal,Regular,2/1/2021
CUST00333,Priya Verma,Lucknow,Uttar Pradesh,Gold,6/30/2022
CUST00334,Ananya Singh,Chennai,Tamil Nadu,Regular,12/1/2021
CUST00335,Rahul Sharma,Indore,Madhya Pradesh,Silver,12/1/2023
CUST00336,Priya Sharma,Chandigarh,Chandigarh,Regular,1/1/2023
CUST00337,Ananya Singh,Indore,Madhya Pradesh,Gold,2/21/2023
CUST00338,Aarav Singh,Ahmedabad,Gujarat,Regular,10/11/2023
CUST00339,Neha Sharma,Jaipur,Rajasthan,Gold,1/6/2024
CUST00340,Aarav Verma,Bengaluru,Karnataka,Regular,4/4/2022
CUST00341,Ananya Verma,Ahmedabad,Gujarat,Regular,10/1/2022
CUST00342,Neha Sharma,Hyderabad,Telangana,Regular,7/17/2021
CUST00343,Riya Verma,Chandigarh,Chandigarh,Silver,2/6/2021
CUST00344,Neha Gupta,Kochi,Kerala,Gold,5/4/2022
CUST00345,Priya Sharma,Indore,Madhya Pradesh,Silver,7/12/2021
CUST00346,Ananya Sharma,Indore,Madhya Pradesh,Silver,9/10/2021
CUST00347,Priya Singh,Jaipur,Rajasthan,Regular,9/7/2021
CUST00348,Priya Verma,Mumbai,Maharashtra,Gold,4/11/2022
CUST00349,Ananya Verma,Kochi,Kerala,Gold,3/19/2024
CUST00350,Riya Gupta,Jaipur,Rajasthan,Regular,2/7/2021
CUST00351,Priya Gupta,Noida,Uttar Pradesh,Gold,12/13/2023
CUST00352,Priya Sharma,Delhi,Delhi,Silver,11/25/2022
CUST00353,Ananya Singh,Lucknow,Uttar Pradesh,Gold,6/12/2023
CUST00354,Neha Singh,Kochi,Kerala,Silver,2/24/2024
CUST00355,Rahul Verma,Delhi,Delhi,Gold,12/25/2022
CUST00356,Priya Sharma,Chennai,Tamil Nadu,Silver,8/12/2021
CUST00357,Ananya Sharma,Pune,Maharashtra,Silver,6/6/2023
CUST00358,Neha Sharma,Chennai,Tamil Nadu,Regular,10/13/2021
CUST00359,Priya Gupta,Lucknow,Uttar Pradesh,Gold,4/6/2021
CUST00360,Aarav Sharma,Patna,Bihar,Gold,6/29/2022
CUST00361,Riya Singh,Chandigarh,Chandigarh,Gold,1/16/2024
CUST00362,Aarav Sharma,Patna,Bihar,Silver,9/7/2021
CUST00363,Aarav Gupta,Pune,Maharashtra,Regular,3/22/2021
CUST00364,Aarav Singh,Hyderabad,Telangana,Silver,12/8/2021
CUST00365,Aarav Singh,Mumbai,Maharashtra,Regular,8/14/2023
CUST00366,Neha Verma,Ahmedabad,Gujarat,Silver,9/11/2021
CUST00367,Ananya Singh,Pune,Maharashtra,Silver,3/28/2024
CUST00368,Rahul Verma,Hyderabad,Telangana,Gold,6/29/2021
CUST00369,Neha Singh,Indore,Madhya Pradesh,Silver,3/13/2024
CUST00370,Riya Gupta,Chennai,Tamil Nadu,Regular,1/29/2024
