customer_id,customer_name,city,state,loyalty_status,signup_date
CUST00085,Priya Verma,Delhi,Delhi,Silver,2023-01-06
CUST00086,Ananya Verma,Mumbai,Maharashtra,Gold,2022-01-30
CUST00087,Neha Sharma,Delhi,Delhi,Gold,2022-10-26
CUST00088,Priya Gupta,Mumbai,Maharashtra,Gold,2022-09-20
CUST00089,Priya Singh,Noida,Uttar Pradesh,Gold,2022-05-26
CUST00090,Priya Singh,Lucknow,Uttar Pradesh,Silver,2023-10-29
CUST00091,Ananya Sharma,Jaipur,Rajasthan,Regular,2023-09-30
CUST00092,Ananya Gupta,Jaipur,Rajasthan,Gold,2023-07-28
CUST00093,Ananya Gupta,Kochi,Kerala,Silver,2021-08-08
CUST00094,Ananya Singh,Mumbai,Maharashtra,Silver,2023-01-19
CUST00095,Priya Sharma,Mumbai,Maharashtra,Regular,2021-09-24
CUST00096,Riya Singh,Mumbai,Maharashtra,Gold,2023-11-14
CUST00097,Aarav Gupta,Mumbai,Maharashtra,Gold,2021-10-06
CUST00098,Aarav Sharma,Delhi,Delhi,Regular,2021-09-27
CUST00099,Priya Singh,Chandigarh,Chandigarh,Regular,2022-03-29
CUST00100,Rahul Singh,Mumbai,Maharashtra,Regular,2022-10-26
CUST00101,Neha Singh,Chandigarh,Chandigarh,Silver,2021-10-22
CUST00102,Neha Gupta,Hyderabad,Telangana,Regular,2022-06-23
CUST00103,Neha Verma,Ahmedabad,Gujarat,Silver,2023-02-02
CUST00104,Ananya Verma,Delhi,Delhi,Silver,2021-11-27
CUST00105,Rahul Singh,Noida,Uttar Pradesh,Silver,2021-12-12
CUST00106,Rahul Sharma,Patna,Bihar,Gold,2021-04-10
CUST00107,Rahul Gupta,Noida,Uttar Pradesh,Gold,2023-12-04
CUST00108,Riya Sharma,Ahmedabad,Gujarat,Silver,2024-01-03
CUST00109,Priya Singh,Noida,Uttar Pradesh,Silver,2023-02-09
CUST00110,Neha Verma,Kolkata,West Bengal,Silver,2022-11-09
CUST00111,Aarav Gupta,Patna,Bihar,Regular,2021-12-28
CUST00112,Riya Sharma,Ahmedabad,Gujarat,Silver,2023-11-23
CUST00113,Rahul Singh,Hyderabad,Telangana,Gold,2021-01-04
CUST00114,Aarav Verma,Indore,Madhya Pradesh,Regular,2022-08-19
CUST00115,Riya Gupta,Ahmedabad,Gujarat,Silver,2023-11-16
CUST00116,Aarav Verma,Kolkata,West Bengal,Silver,2022-04-11
CUST00117,Riya Sharma,Ahmedabad,Gujarat,Regular,2021-04-22
CUST00118,Neha Singh,Delhi,Delhi,Silver,2021-08-06
CUST00119,Rahul Verma,Pune,Maharashtra,Silver,2024-04-10
CUST00120,Neha Verma,Hyderabad,Telangana,Regular,2023-01-21
CUST00121,Priya Verma,Ahmedabad,Gujarat,Regular,2021-01-29
CUST00122,Ananya Verma,Chandigarh,Chandigarh,Silver,2021-07-16
CUST00123,Riya Verma,Mumbai,Maharashtra,Gold,2022-07-07
CUST00124,Rahul Sharma,Lucknow,Uttar Pradesh,Regular,2024-02-26
CUST00125,Rahul Gupta,Chandigarh,Chandigarh,Gold,2023-11-27
CUST00126,Priya Verma,Indore,Madhya Pradesh,Regular,2021-01-01
CUST00127,Aarav Sharma,Delhi,Delhi,Silver,2022-01-16
CUST00128,Ananya Sharma,Chennai,Tamil Nadu,Regular,2021-01-26
CUST00129,Neha Verma,Ahmedabad,Gujarat,Regular,2023-04-27
CUST00130,Neha Gupta,Chennai,Tamil Nadu,Gold,2021-12-24
CUST00131,Rahul Sharma,Pune,Maharashtra,Silver,2021-04-10
CUST00132,Riya Gupta,Chandigarh,Chandigarh,Gold,2024-01-08
CUST00133,Priya Gupta,Delhi,Delhi,Gold,2023-08-11
CUST00134,Riya Gupta,Mumbai,Maharashtra,Regular,2022-04-08
CUST00135,Rahul Verma,Mumbai,Maharashtra,Gold,2021-03-21
CUST00136,Rahul Singh,Mumbai,Maharashtra,Gold,2021-04-18
CUST00137,Riya Gupta,Hyderabad,Telangana,Gold,2023-12-08
CUST00138,Rahul Verma,Hyderabad,Telangana,Regular,2023-11-06
CUST00139,Ananya Singh,Delhi,Delhi,Regular,2022-02-20
CUST00140,Riya Singh,Bengaluru,Karnataka,Regular,2023-03-08
CUST00141,Neha Verma,Kolkata,West Bengal,Silver,2024-01-04
CUST00142,Priya Sharma,Jaipur,Rajasthan,Regular,2023-06-15
CUST00143,Ananya Singh,Indore,Madhya Pradesh,Regular,2023-03-13
CUST00144,Neha Sharma,Ahmedabad,Gujarat,Gold,2021-12-18
CUST00145,Aarav Sharma,Bengaluru,Karnataka,Regular,2021-08-07
CUST00146,Ananya Singh,Ahmedabad,Gujarat,Regular,2021-02-28
CUST00147,Aarav Verma,Delhi,Delhi,Gold,2021-03-29
CUST00148,Aarav Sharma,Indore,Madhya Pradesh,Regular,2023-01-15
CUST00149,Neha Sharma,Chennai,Tamil Nadu,Gold,2023-02-26
CUST00150,Ananya Verma,Mumbai,Maharashtra,Regular,2021-08-18
CUST00151,Aarav Sharma,Delhi,Delhi,Gold,2022-08-12
CUST00152,Aarav Verma,Jaipur,Rajasthan,Regular,2022-02-24
CUST00153,Rahul Singh,Hyderabad,Telangana,Silver,2022-06-19
CUST00154,Rahul Singh,Delhi,Delhi,Silver,2021-04-10
CUST00155,Rahul Singh,Indore,Madhya Pradesh,Gold,2023-10-29
CUST00156,Rahul Sharma,Jaipur,Rajasthan,Silver,2021-03-05
CUST00157,Neha Sharma,Lucknow,Uttar Pradesh,Silver,2023-08-19
CUST00158,Aarav Verma,Indore,Madhya Pradesh,Gold,2021-07-06
CUST00159,Rahul Verma,Ahmedabad,Gujarat,Silver,2021-01-03
CUST00160,Ananya Singh,Pune,Maharashtra,Regular,2021-01-09
CUST00161,Priya Sharma,Kolkata,West Bengal,Silver,2022-01-13
CUST00162,Neha Singh,Jaipur,Rajasthan,Gold,2022-06-18
CUST00163,Ananya Singh,Ahmedabad,Gujarat,Regular,2022-04-20
CUST00164,Ananya Sharma,Jaipur,Rajasthan,Gold,2021-06-15
CUST00165,Riya Sharma,Jaipur,Rajasthan,Gold,2022-10-31
CUST00166,Aarav Gupta,Kolkata,West Bengal,Silver,2021-06-26
CUST00167,Riya Sharma,Lucknow,Uttar Pradesh,Silver,2022-02-27
CUST00168,Rahul Gupta,Hyderabad,Telangana,Gold,2023-10-24
CUST00169,Priya Verma,Bengaluru,Karnataka,Silver,2021-09-17
CUST00170,Neha Sharma,Pune,Maharashtra,Silver,2024-04-06
CUST00171,Neha Verma,Kolkata,West Bengal,Silver,2024-02-09
CUST00172,Rahul Verma,Indore,Madhya Pradesh,Silver,2023-06-18
CUST00173,Rahul Verma,Indore,Madhya Pradesh,Regular,2022-11-16
CUST00174,Riya Verma,Jaipur,Rajasthan,Gold,2022-01-28
CUST00175,Rahul Verma,Hyderabad,Telangana,Gold,2021-11-16
CUST00176,Riya Singh,Chennai,Tamil Nadu,Gold,2023-12-06
CUST00177,Ananya Verma,Kolkata,West Bengal,Silver,2022-01-23
CUST00178,Riya Sharma,Hyderabad,Telangana,Regular,2021-07-28
CUST00179,Priya Verma,Chennai,Tamil Nadu,Regular,2022-09-11
CUST00180,Rahul Gupta,Indore,Madhya Pradesh,Silver,2022-02-06
CUST00181,Riya Sharma,Mumbai,Maharashtra,Silver,2022-02-27
CUST00182,Priya Gupta,Chandigarh,Chandigarh,Regular,2021-01-26
CUST00183,Priya Verma,Lucknow,Uttar Pradesh,Gold,2022-08-30
CUST00184,Aarav Verma,Jaipur,Rajasthan,Silver,2023-04-09
CUST00185,Riya Verma,Delhi,Delhi,Silver,2024-03-21
CUST00186,Riya Gupta,Ahmedabad,Gujarat,Regular,2024-04-10
CUST00187,Ananya Verma,Kochi,Kerala,Gold,2021-09-12
CUST00188,Priya Singh,Jaipur,Rajasthan,Silver,2021-07-20
CUST00189,Priya Verma,Chandigarh,Chandigarh,Silver,2021-11-17
CUST00190,Priya Gupta,Hyderabad,Telangana,Silver,2021-02-10
CUST00191,Priya Verma,Ahmedabad,Gujarat,Gold,2022-11-03
CUST00192,Aarav Gupta,Patna,Bihar,Silver,2021-08-06
CUST00193,Rahul Verma,Delhi,Delhi,Regular,2022-02-14
CUST00194,Rahul Sharma,Pune,Maharashtra,Gold,2023-07-25
CUST00195,Ananya Gupta,Pune,Maharashtra,Gold,2021-02-02
CUST00196,Rahul Singh,Noida,Uttar Pradesh,Silver,2023-07-25
CUST00197,Riya Verma,Chennai,Tamil Nadu,Silver,2023-11-19
CUST00198,Aarav Singh,Patna,Bihar,Gold,2021-04-26
CUST00199,Rahul Gupta,Hyderabad,Telangana,Silver,2021-05-06
CUST00200,Aarav Gupta,Delhi,Delhi,Silver,2022-12-23
CUST00201,Rahul Sharma,Ahmedabad,Gujarat,Regular,2022-09-14
CUST00202,Priya Verma,Indore,Madhya Pradesh,Silver,2023-08-05
CUST00203,Ananya Verma,Chennai,Tamil Nadu,Regular,2022-01-31
CUST00204,Riya Verma,Jaipur,Rajasthan,Regular,2022-12-25
CUST00205,Riya Gupta,Noida,Uttar Pradesh,Silver,2022-08-26
CUST00206,Neha Verma,Patna,Bihar,Silver,2022-12-28
CUST00207,Ananya Singh,Patna,Bihar,Gold,2023-02-10
CUST00208,Rahul Gupta,Noida,Uttar Pradesh,Gold,2022-01-16
CUST00209,Aarav Singh,Jaipur,Rajasthan,Silver,2022-05-17
CUST00210,Rahul Singh,Noida,Uttar Pradesh,Silver,2023-09-21
CUST00211,Neha Sharma,Lucknow,Uttar Pradesh,Gold,2023-01-13
CUST00212,Rahul Gupta,Bengaluru,Karnataka,Regular,2021-06-24
CUST00213,Neha Singh,Kochi,Kerala,Regular,2023-12-23
CUST00214,Rahul Sharma,Kochi,Kerala,Gold,2021-01-24
CUST00215,Aarav Singh,Chennai,Tamil Nadu,Silver,2021-07-27
CUST00216,Ananya Verma,Ahmedabad,Gujarat,Regular,2023-07-15
CUST00217,Ananya Verma,Kolkata,West Bengal,Silver,2023-12-31
CUST00218,Neha Sharma,Bengaluru,Karnataka,Gold,2024-01-29
CUST00219,Riya Singh,Patna,Bihar,Regular,2023-10-10
CUST00220,Ananya Sharma,Indore,Madhya Pradesh,Gold,2023-06-18
CUST00221,Aarav Sharma,Noida,Uttar Pradesh,Silver,2023-05-09
CUST00222,Ananya Gupta,Chennai,Tamil Nadu,Silver,2024-02-16
CUST00223,Priya Gupta,Delhi,Delhi,Regular,2023-10-04
CUST00224,Priya Verma,Chennai,Tamil Nadu,Gold,2021-01-14
CUST00225,Rahul Gupta,Bengaluru,Karnataka,Gold,2024-02-27
CUST00226,Riya Singh,Jaipur,Rajasthan,Silver,2023-02-07
CUST00227,Priya Sharma,Lucknow,Uttar Pradesh,Regular,2023-01-09
CUST00228,Riya Sharma,Noida,Uttar Pradesh,Regular,2021-04-04
CUST00229,Riya Singh,Noida,Uttar Pradesh,Regular,2023-11-12
CUST00230,Priya Verma,Jaipur,Rajasthan,Regular,2022-03-13
CUST00231,Priya Verma,Indore,Madhya Pradesh,Silver,2021-07-13
CUST00232,Riya Singh,Kochi,Kerala,Silver,2023-08-30
CUST00233,Neha Verma,Patna,Bihar,Silver,2023-06-11
CUST00234,Priya Singh,Kolkata,West Bengal,Gold,2021-04-18
CUST00235,Rahul Singh,Kochi,Kerala,Silver,2023-10-09
CUST00236,Rahul Singh,Lucknow,Uttar Pradesh,Gold,2022-12-08
CUST00237,Riya Gupta,Chennai,Tamil Nadu,Regular,2022-11-09
CUST00238,Rahul Singh,Chennai,Tamil Nadu,Regular,2021-06-29
CUST00239,Aarav Gupta,Patna,Bihar,Gold,2024-02-10
CUST00240,Priya Sharma,Chandigarh,Chandigarh,Silver,2022-09-08
CUST00241,Aarav Sharma,Mumbai,Maharashtra,Regular,2023-08-31
CUST00242,Riya Sharma,Ahmedabad,Gujarat,Gold,2024-01-19
CUST00243,Priya Verma,Ahmedabad,Gujarat,Gold,2021-06-19
CUST00244,Aarav Gupta,Chennai,Tamil Nadu,Gold,2021-12-23
CUST00245,Riya Verma,Mumbai,Maharashtra,Regular,2023-05-14
CUST00246,Aarav Sharma,Patna,Bihar,Silver,2021-10-12
CUST00247,Rahul Singh,Patna,Bihar,Silver,2022-01-14
CUST00248,Aarav Singh,Lucknow,Uttar Pradesh,Regular,2023-06-02
CUST00249,Riya Sharma,Ahmedabad,Gujarat,Silver,2024-03-08
CUST00250,Aarav Sharma,Pune,Maharashtra,Silver,2024-03-24
CUST00251,Priya Gupta,Indore,Madhya Pradesh,Regular,2021-01-29
CUST00252,Priya Verma,Noida,Uttar Pradesh,Silver,2023-04-25
CUST00253,Aarav Sharma,Pune,Maharashtra,Gold,2023-08-26
CUST00254,Ananya Sharma,Chennai,Tamil Nadu,Silver,2021-01-10
CUST00255,Riya Sharma,Delhi,Delhi,Regular,2022-03-23
CUST00256,Aarav Verma,Kochi,Kerala,Silver,2021-02-06
CUST00257,Riya Verma,Hyderabad,Telangana,Silver,2022-01-19
CUST00258,Aarav Singh,Chandigarh,Chandigarh,Gold,2021-10-24
CUST00259,Aarav Singh,Indore,Madhya Pradesh,Gold,2024-02-16
CUST00260,Priya Gupta,Indore,Madhya Pradesh,Gold,2022-06-05
CUST00261,Aarav Sharma,Chandigarh,Chandigarh,Regular,2021-05-05
CUST00262,Riya Sharma,Delhi,Delhi,Silver,2022-09-30
CUST00263,Riya Verma,Hyderabad,Telangana,Silver,2021-05-03
CUST00264,Rahul Gupta,Kolkata,West Bengal,Silver,2021-12-07
CUST00265,Aarav Singh,Bengaluru,Karnataka,Gold,2021-12-02
CUST00266,Priya Gupta,Noida,Uttar Pradesh,Silver,2023-07-17
CUST00267,Neha Singh,Hyderabad,Telangana,Silver,2022-07-28
CUST00268,Neha Singh,Delhi,Delhi,Gold,2021-02-01
CUST00269,Ananya Singh,Kochi,Kerala,Gold,2023-05-28
CUST00270,Ananya Gupta,Chandigarh,Chandigarh,Silver,2023-02-10
CUST00271,Ananya Gupta,Ahmedabad,Gujarat,Silver,2021-01-04
CUST00272,Rahul Singh,Kolkata,West Bengal,Silver,2021-11-19
CUST00273,Aarav Singh,Ahmedabad,Gujarat,Regular,2024-03-17
CUST00274,Rahul Gupta,Bengaluru,Karnataka,Silver,2023-12-31
CUST00275,Neha Gupta,Mumbai,Maharashtra,Silver,2022-02-15
CUST00276,Riya Verma,Patna,Bihar,Silver,2021-04-28
CUST00277,Priya Gupta,Noida,Uttar Pradesh,Gold,2022-02-28
CUST00278,Rahul Sharma,Chandigarh,Chandigarh,Silver,2023-07-31
CUST00279,Aarav Singh,Pune,Maharashtra,Regular,2022-04-22
CUST00280,Neha Singh,Lucknow,Uttar Pradesh,Gold,2022-10-20
CUST00281,Neha Verma,Jaipur,Rajasthan,Regular,2022-03-12
CUST00282,Aarav Verma,Chennai,Tamil Nadu,Gold,2022-08-17
CUST00283,Neha Singh,Kolkata,West Bengal,Silver,2023-11-26
CUST00284,Ananya Verma,Kochi,Kerala,Regular,2023-10-08
CUST00285,Aarav Singh,Kolkata,West Bengal,Gold,2023-08-08
CUST00286,Aarav Verma,Patna,Bihar,Silver,2021-03-04
CUST00287,Rahul Sharma,Kolkata,West Bengal,Regular,2021-03-10
CUST00288,Neha Gupta,Chennai,Tamil Nadu,Gold,2024-03-07
CUST00289,Rahul Singh,Chennai,Tamil Nadu,Silver,2021-07-18
CUST00290,Neha Verma,Jaipur,Rajasthan,Silver,2021-03-19
CUST00291,Ananya Verma,Kolkata,West Bengal,Silver,2021-06-21
CUST00292,Aarav Sharma,Delhi,Delhi,Gold,2023-01-28
CUST00293,Riya Gupta,Kochi,Kerala,Silver,2021-05-12
CUST00294,Neha Gupta,Kochi,Kerala,Regular,2021-07-04
CUST00295,Rahul Verma,Hyderabad,Telangana,Gold,2021-07-03
CUST00296,Riya Gupta,Chandigarh,Chandigarh,Regular,2023-07-08
CUST00297,Ananya Singh,Kochi,Kerala,Regular,2022-03-31
CUST00298,Aarav Singh,Bengaluru,Karnataka,Silver,2021-05-02
CUST00299,Neha Sharma,Chandigarh,Chandigarh,Regular,2022-06-13
CUST00300,Neha Gupta,Patna,Bihar,Regular,2021-07-26
CUST00301,Rahul Sharma,Bengaluru,Karnataka,Regular,2022-09-04
CUST00302,Neha Gupta,Ahmedabad,Gujarat,Gold,2021-08-04
CUST00303,Rahul Singh,Jaipur,Rajasthan,Silver,2023-03-10
CUST00304,Rahul Gupta,Mumbai,Maharashtra,Silver,2021-12-12
CUST00305,Ananya Verma,Jaipur,Rajasthan,Gold,2021-01-26
CUST00306,Riya Verma,Jaipur,Rajasthan,Regular,2021-11-18
CUST00307,Ananya Sharma,Chandigarh,Chandigarh,Gold,2023-02-04
CUST00308,Riya Verma,Chandigarh,Chandigarh,Silver,2021-07-18
CUST00309,Priya Sharma,Chandigarh,Chandigarh,Gold,2021-06-03
CUST00310,Rahul Singh,Jaipur,Rajasthan,Regular,2023-09-05
CUST00311,Riya Singh,Mumbai,Maharashtra,Regular,2022-11-11
CUST00312,Riya Sharma,Chennai,Tamil Nadu,Regular,2023-07-14
CUST00313,Ananya Gupta,Pune,Maharashtra,Regular,2022-06-30
CUST00314,Priya Verma,Lucknow,Uttar Pradesh,Regular,2021-02-22
CUST00315,Neha Singh,Hyderabad,Telangana,Silver,2021-12-10
CUST00316,Priya Sharma,Hyderabad,Telangana,Silver,2023-07-24
CUST00317,Priya Sharma,Chandigarh,Chandigarh,Regular,2023-11-18
CUST00318,Riya Verma,Delhi,Delhi,Gold,2023-09-05
CUST00319,Rahul Sharma,Kochi,Kerala,Silver,2022-02-17
CUST00320,Priya Singh,Kolkata,West Bengal,Regular,2022-05-03
CUST00321,Priya Singh,Mumbai,Maharashtra,Silver,2021-11-29
CUST00322,Riya Singh,Delhi,Delhi,Regular,2021-02-02
CUST00323,Neha Singh,Jaipur,Rajasthan,Gold,2021-10-15
CUST00324,Aarav Singh,Jaipur,Rajasthan,Regular,2023-01-08
CUST00325,Aarav Gupta,Lucknow,Uttar Pradesh,Regular,2022-07-21
CUST00326,Ananya Verma,Ahmedabad,Gujarat,Regular,2023-12-05
CUST00327,Ananya Verma,Patna,Bihar,Regular,2021-06-12
CUST00328,Aarav Gupta,Kochi,Kerala,Silver,2021-12-26
CUST00329,Ananya Verma,Chennai,Tamil Nadu,Gold,2022-09-23
CUST00330,Aarav Sharma,Chennai,Tamil Nadu,Gold,2023-12-01
CUST00331,Riya Sharma,Lucknow,Uttar Pradesh,Gold,2022-12-13
CUST00332,Rahul Gupta,Kolkata,West Bengal,Regular,2021-02-01
CUST00333,Priya Verma,Lucknow,Uttar Pradesh,Gold,2022-06-30
CUST00334,Ananya Singh,Chennai,Tamil Nadu,Regular,2021-12-01
CUST00335,Rahul Sharma,Indore,Madhya Pradesh,Silver,2023-12-01
CUST00336,Priya Sharma,Chandigarh,Chandigarh,Regular,2023-01-01
CUST00337,Ananya Singh,Indore,Madhya Pradesh,Gold,2023-02-21
CUST00338,Aarav Singh,Ahmedabad,Gujarat,Regular,2023-10-11
CUST00339,Neha Sharma,Jaipur,Rajasthan,Gold,2024-01-06
CUST00340,Aarav Verma,Bengaluru,Karnataka,Regular,2022-04-04
CUST00341,Ananya Verma,Ahmedabad,Gujarat,Regular,2022-10-01
CUST00342,Neha Sharma,Hyderabad,Telangana,Regular,2021-07-17
CUST00343,Riya Verma,Chandigarh,Chandigarh,Silver,2021-02-06
CUST00344,Neha Gupta,Kochi,Kerala,Gold,2022-05-04
CUST00345,Priya Sharma,Indore,Madhya Pradesh,Silver,2021-07-12
CUST00346,Ananya Sharma,Indore,Madhya Pradesh,Silver,2021-09-10
CUST00347,Priya Singh,Jaipur,Rajasthan,Regular,2021-09-07
CUST00348,Priya Verma,Mumbai,Maharashtra,Gold,2022-04-11
CUST00349,Ananya Verma,Kochi,Kerala,Gold,2024-03-19
CUST00350,Riya Gupta,Jaipur,Rajasthan,Regular,2021-02-07
CUST00351,Priya Gupta,Noida,Uttar Pradesh,Gold,2023-12-13
CUST00352,Priya Sharma,Delhi,Delhi,Silver,2022-11-25
CUST00353,Ananya Singh,Lucknow,Uttar Pradesh,Gold,2023-06-12
CUST00354,Neha Singh,Kochi,Kerala,Silver,2024-02-24
CUST00355,Rahul Verma,Delhi,Delhi,Gold,2022-12-25
CUST00356,Priya Sharma,Chennai,Tamil Nadu,Silver,2021-08-12
CUST00357,Ananya Sharma,Pune,Maharashtra,Silver,2023-06-06
CUST00358,Neha Sharma,Chennai,Tamil Nadu,Regular,2021-10-13
CUST00359,Priya Gupta,Lucknow,Uttar Pradesh,Gold,2021-04-06
CUST00360,Aarav Sharma,Patna,Bihar,Gold,2022-06-29
CUST00361,Riya Singh,Chandigarh,Chandigarh,Gold,2024-01-16
CUST00362,Aarav Sharma,Patna,Bihar,Silver,2021-09-07
CUST00363,Aarav Gupta,Pune,Maharashtra,Regular,2021-03-22
CUST00364,Aarav Singh,Hyderabad,Telangana,Silver,2021-12-08
CUST00365,Aarav Singh,Mumbai,Maharashtra,Regular,2023-08-14
CUST00366,Neha Verma,Ahmedabad,Gujarat,Silver,2021-09-11
CUST00367,Ananya Singh,Pune,Maharashtra,Silver,2024-03-28
CUST00368,Rahul Verma,Hyderabad,Telangana,Gold,2021-06-29
CUST00369,Neha Singh,Indore,Madhya Pradesh,Silver,2024-03-13
CUST00370,Riya Gupta,Chennai,Tamil Nadu,Regular,2024-01-29
